REGION,ISO,COUNTRY,INDICATOR,MEASURE,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Oceania,NZL,New Zealand,Average Hours Worked,Annual hours worked per worker,,,,,,,,,,,,,,,,,,,,,"1,901","1,897","1,893","1,889","1,885","1,882","1,878","1,874","1,870","1,866","1,864","1,861","1,847","1,845","1,853","1,837","1,834","1,838","1,829","1,820","1,809","1,792","1,799","1,853","1,848","1,841","1,834","1,826","1,829","1,845","1,836","1,825","1,826","1,823","1,830","1,815","1,795","1,774","1,761","1,740","1,755","1,746","1,734","1,752","1,762","1,757","1,752","1,752","1,752"
Oceania,NZL,New Zealand,Total Hours,Total annual hours worked (in millions of hours worked),,,,,,,,,,,,,,,,,,,,,"2,373","2,433","2,456","2,501","2,599","2,678","2,704","2,702","2,865","2,871","2,885","2,832","2,836","2,825","2,862","2,932","2,956","2,972","2,863","2,761","2,765","2,693","2,712","2,850","2,964","3,091","3,178","3,182","3,166","3,244","3,289","3,352","3,463","3,545","3,686","3,764","3,810","3,831","3,831","3,720","3,771","3,810","3,773","3,886","4,042","4,118","4,254","4,459","4,547"
Oceania,NZL,New Zealand,Population,Midyear population (in thousands of persons),"1,908","1,947","1,995","2,047","2,093","2,136","2,178","2,229","2,282","2,331","2,372","2,432","2,489","2,541","2,592","2,640","2,688","2,728","2,759","2,789","2,828","2,875","2,929","2,992","3,058","3,118","3,154","3,165","3,166","3,165","3,170","3,185","3,217","3,258","3,298","3,324","3,341","3,352","3,361","3,378","3,414","3,455","3,494","3,537","3,586","3,642","3,697","3,738","3,764","3,784","3,802","3,844","3,917","3,988","4,039","4,085","4,132","4,168","4,202","4,253","4,294","4,318","4,345","4,394","4,471","4,562","4,660","4,736","4,793"
Oceania,NZL,New Zealand,Output per Employed Person,Labor productivity per person employed in 2017 US$ (converted to 2017 price level with updated 2011 PPPs),"32,168","32,793","31,126","31,926","33,881","35,903","36,506","37,235","37,868","39,314","40,052","40,320","40,944","42,040","43,192","44,258","45,396","44,416","43,314","45,287","46,086","45,681","47,287","48,991","50,107","49,680","49,408","48,703","44,804","45,162","45,507","47,557","48,691","49,949","51,431","51,186","51,405","51,880","53,633","56,149","56,344","56,058","56,365","57,914","59,243","59,055","59,364","60,794","61,680","63,439","64,840","64,614","65,747","67,075","67,625","67,359","67,610","69,082","68,294","69,718","70,764","70,990","72,996","73,192","73,006","74,428","74,823","73,312","74,116"
Oceania,NZL,New Zealand,Output per Hour Worked,Labor productivity per hour worked in 2017 US$ (converted to 2017 price level with updated 2011 PPPs),,,,,,,,,,,,,,,,,,,,,24,24,25,26,27,26,26,26,24,24,24,26,26,27,28,28,28,28,29,31,31,31,31,31,32,32,32,33,34,34,35,35,36,37,37,37,38,39,39,40,40,41,42,42,41,42,43,42,42
Oceania,NZL,New Zealand,Per Capita Income,GDP per capita in 2017 US$ (converted to 2017 price level with updated 2011 PPPs),"14,254","14,375","13,777","13,945","14,798","15,606","15,842","16,100","16,265","16,796","17,086","17,119","17,379","17,737","18,365","19,041","19,893","19,739","19,052","19,784","20,343","20,375","20,948","21,671","22,587","22,675","22,559","22,190","21,680","21,952","22,212","22,713","23,244","23,481","24,084","24,572","24,797","25,025","24,975","25,220","25,222","24,380","24,316","25,186","26,501","27,222","27,821","28,345","28,367","29,473","30,550","30,871","31,837","32,712","33,726","34,195","34,730","35,792","35,365","35,053","35,413","35,869","36,560","36,943","37,450","38,241","38,984","39,404","40,127"
Oceania,NZL,New Zealand,GDP growth,"Growth of GDP, percent change",,3,-2,4,8,8,4,4,3,6,3,3,4,4,6,6,6,1,-2,5,4,2,5,6,7,2,1,-1,-2,1,1,3,3,2,4,3,1,1,0,1,1,-2,1,5,7,4,4,3,1,4,4,2,5,5,4,3,3,4,0,0,2,2,3,2,3,4,4,3,3
Oceania,NZL,New Zealand,Employment growth,"Growth of employment, percent change",,1,3,1,2,2,2,2,2,2,2,2,2,2,3,3,4,3,0,0,2,3,1,2,4,3,1,0,6,0,1,-2,1,0,1,3,1,0,-3,-3,1,-2,0,2,4,5,3,1,-1,2,2,3,3,3,4,3,2,2,1,-2,0,2,0,2,3,2,4,5,2
Oceania,NZL,New Zealand,Total Hours growth,"Growth of total hours worked, percent change",,,,,,,,,,,,,,,,,,,,,,3,1,2,4,3,1,0,6,0,0,-2,0,0,1,2,1,1,-4,-4,0,-3,1,5,4,4,3,0,-1,2,1,2,3,2,4,2,1,1,0,-3,1,1,-1,3,4,2,3,5,2
Oceania,NZL,New Zealand,Population growth,"Growth of population, percent change",,2,2,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,1,1,1,2,2,2,2,2,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,2,2,1,1,1,0,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1
Oceania,NZL,New Zealand,Output per Employed Person growth,"Growth of Labor Productivity per person employed, percent change",,2,-5,3,6,6,2,2,2,4,2,1,2,3,3,2,3,-2,-2,5,2,-1,4,4,2,-1,-1,-1,-8,1,1,5,2,3,3,0,0,1,3,5,0,-1,1,3,2,0,1,2,1,3,2,0,2,2,1,0,0,2,-1,2,1,0,3,0,0,2,1,-2,1
Oceania,NZL,New Zealand,Output per Hour Worked growth,"Growth of Labor Productivity per hour worked, percent change",,,,,,,,,,,,,,,,,,,,,,-1,4,4,2,-1,0,-1,-8,1,1,5,3,3,3,0,1,1,4,5,1,0,0,0,3,0,1,3,1,2,3,0,2,2,0,0,1,3,0,3,1,1,4,-1,-1,2,1,-2,1
Oceania,NZL,New Zealand,Per Capita Income growth,"Growth of GDP per capita, percent change",,1,-4,1,6,5,2,2,1,3,2,0,2,2,4,4,4,-1,-3,4,3,0,3,3,4,0,-1,-2,-2,1,1,2,2,1,3,2,1,1,0,1,0,-3,0,4,5,3,2,2,0,4,4,1,3,3,3,1,2,3,-1,-1,1,1,2,1,1,2,2,1,2
Western Europe,AUT,Austria,GDP EKS,"Total GDP, in millions of 2017 US$ (converted to 2017 price level with updated 2011 PPPs)","51,547","55,073","55,121","57,520","63,398","70,406","75,249","79,858","82,774","85,126","92,134","97,025","99,376","103,421","109,628","112,781","119,129","122,751","128,206","136,268","145,975","153,438","162,965","170,929","177,669","177,026","185,128","193,786","193,082","203,616","208,327","208,120","212,089","218,038","218,762","223,671","228,906","232,752","240,127","250,277","261,679","270,685","276,352","277,807","284,481","292,070","298,933","305,191","316,121","327,364","338,415","342,703","348,363","351,643","361,261","369,367","382,126","396,369","402,158","387,018","394,128","405,647","408,408","408,512","411,897","416,395","422,436","434,817","443,480"
Western Europe,AUT,Austria,Employment,Persons employed (in thousands of persons),"2,923","2,978","2,911","2,880","2,964","3,113","3,208","3,281","3,308","3,357","3,426","3,445","3,429","3,405","3,399","3,377","3,349","3,294","3,251","3,245","3,251","3,287","3,311","3,358","3,401","3,376","3,387","3,426","3,440","3,457","3,485","3,462","3,423","3,414","3,409","3,416","3,419","3,432","3,445","3,489","3,560","3,604","3,620","3,600","3,600","3,587","3,601","3,627","3,664","3,720","3,755","3,782","3,778","3,803","3,827","3,873","3,941","4,013","4,089","4,068","4,098","4,162","4,205","4,220","4,260","4,285","4,337","4,413","4,469"
Western Europe,AUT,Austria,Average Hours Worked,Annual hours worked per worker,"2,086","2,083","2,080","2,078","2,075","2,072","2,070","2,067","2,065","2,062","2,059","2,047","2,034","2,022","2,009","1,997","1,985","1,972","1,960","1,948","1,890","1,885","1,906","1,901","1,979","1,904","1,898","1,905","1,844","1,877","1,881","1,819","1,835","1,830","1,826","1,822","1,821","1,809","1,812","1,825","1,826","1,836","1,805","1,802","1,801","1,774","1,807","1,816","1,794","1,798","1,798","1,785","1,783","1,774","1,776","1,752","1,736","1,725","1,717","1,673","1,666","1,672","1,648","1,632","1,622","1,599","1,609","1,613","1,620"
Western Europe,AUT,Austria,Total Hours,Total annual hours worked (in millions of hours worked),"6,096","6,203","6,056","5,983","6,150","6,452","6,640","6,783","6,829","6,922","7,055","7,050","6,974","6,884","6,830","6,742","6,645","6,497","6,372","6,321","6,145","6,197","6,310","6,382","6,730","6,428","6,430","6,525","6,344","6,488","6,555","6,298","6,282","6,247","6,225","6,223","6,225","6,208","6,242","6,368","6,500","6,618","6,534","6,489","6,481","6,365","6,508","6,586","6,574","6,688","6,753","6,752","6,736","6,746","6,798","6,787","6,840","6,921","7,022","6,805","6,827","6,957","6,929","6,887","6,908","6,852","6,980","7,118","7,237"
Western Europe,AUT,Austria,Population,Midyear population (in thousands of persons),"6,935","6,935","6,928","6,932","6,940","6,947","6,952","6,966","6,987","7,014","7,047","7,086","7,130","7,176","7,224","7,271","7,322","7,377","7,415","7,441","7,467","7,500","7,544","7,586","7,599","7,579","7,566","7,568","7,562","7,549","7,549","7,565","7,575","7,553","7,554","7,560","7,568","7,579","7,600","7,628","7,723","7,800","7,887","7,952","7,983","7,995","8,006","8,015","8,024","8,039","8,059","8,090","8,129","8,169","8,220","8,276","8,317","8,344","8,370","8,392","8,413","8,441","8,480","8,530","8,597","8,693","8,788","8,867","8,948"
Western Europe,AUT,Austria,Output per Employed Person,Labor productivity per person employed in 2017 US$ (converted to 2017 price level with updated 2011 PPPs),"17,638","18,493","18,934","19,974","21,391","22,614","23,455","24,338","25,024","25,356","26,893","28,166","28,984","30,372","32,249","33,400","35,576","37,265","39,439","41,996","44,897","46,680","49,215","50,909","52,237","52,435","54,651","56,568","56,128","58,901","59,786","60,112","61,952","63,868","64,167","65,473","66,950","67,814","69,711","71,733","73,508","75,110","76,339","77,158","79,028","81,422","83,012","84,135","86,275","88,008","90,124","90,614","92,199","92,464","94,402","95,372","96,968","98,778","98,348","95,149","96,171","97,466","97,121","96,809","96,692","97,167","97,398","98,541","99,240"
Western Europe,AUT,Austria,Output per Hour Worked,Labor productivity per hour worked in 2017 US$ (converted to 2017 price level with updated 2011 PPPs),8,9,9,10,10,11,11,12,12,12,13,14,14,15,16,17,18,19,20,22,24,25,26,27,26,28,29,30,30,31,32,33,34,35,35,36,37,37,38,39,40,41,42,43,44,46,46,46,48,49,50,51,52,52,53,54,56,57,57,57,58,58,59,59,60,61,61,61,61
Western Europe,AUT,Austria,Per Capita Income,GDP per capita in 2017 US$ (converted to 2017 price level with updated 2011 PPPs),"7,433","7,941","7,957","8,297","9,135","10,135","10,824","11,464","11,846","12,136","13,073","13,692","13,938","14,412","15,176","15,511","16,270","16,640","17,289","18,313","19,549","20,457","21,601","22,532","23,381","23,358","24,470","25,605","25,532","26,971","27,595","27,512","28,000","28,868","28,959","29,587","30,246","30,711","31,597","32,811","33,883","34,701","35,040","34,935","35,637","36,532","37,340","38,078","39,399","40,721","41,994","42,364","42,852","43,045","43,949","44,630","45,944","47,502","48,045","46,116","46,850","48,057","48,164","47,893","47,914","47,897","48,070","49,036","49,563"
Western Europe,AUT,Austria,GDP growth,"Growth of GDP, percent change",,7,0,4,10,11,7,6,4,3,8,5,2,4,6,3,6,3,4,6,7,5,6,5,4,0,5,5,0,5,2,0,2,3,0,2,2,2,3,4,5,3,2,1,2,3,2,2,4,4,3,1,2,1,3,2,3,4,1,-4,2,3,1,0,1,1,1,3,2
Western Europe,AUT,Austria,Employment growth,"Growth of employment, percent change",,2,-2,-1,3,5,3,2,1,1,2,1,0,-1,0,-1,-1,-2,-1,0,0,1,1,1,1,-1,0,1,0,0,1,-1,-1,0,0,0,0,0,0,1,2,1,0,-1,0,0,0,1,1,2,1,1,0,1,1,1,2,2,2,-1,1,2,1,0,1,1,1,2,1
Western Europe,AUT,Austria,Total Hours growth,"Growth of total hours worked, percent change",,2,-2,-1,3,5,3,2,1,1,2,0,-1,-1,-1,-1,-1,-2,-2,-1,-3,1,2,1,5,-4,0,1,-3,2,1,-4,0,-1,0,0,0,0,1,2,2,2,-1,-1,0,-2,2,1,0,2,1,0,0,0,1,0,1,1,1,-3,0,2,0,-1,0,-1,2,2,2
Western Europe,AUT,Austria,Population growth,"Growth of population, percent change",,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1
Western Europe,AUT,Austria,Output per Employed Person growth,"Growth of Labor Productivity per person employed, percent change",,5,2,5,7,6,4,4,3,1,6,5,3,5,6,4,7,5,6,6,7,4,5,3,3,0,4,4,-1,5,2,1,3,3,0,2,2,1,3,3,2,2,2,1,2,3,2,1,3,2,2,1,2,0,2,1,2,2,0,-3,1,1,0,0,0,0,0,1,1
Western Europe,AUT,Austria,Output per Hour Worked growth,"Growth of Labor Productivity per hour worked, percent change",,5,3,6,7,6,4,4,3,1,6,5,4,5,7,4,7,5,6,7,10,4,4,4,-1,4,5,3,2,3,1,4,2,3,1,2,2,2,3,2,2,2,3,1,3,5,0,1,4,2,2,1,2,1,2,2,3,3,0,-1,2,1,1,1,1,2,0,1,0
Western Europe,AUT,Austria,Per Capita Income growth,"Growth of GDP per capita, percent change",,7,0,4,10,11,7,6,3,2,8,5,2,3,5,2,5,2,4,6,7,5,6,4,4,0,5,5,0,6,2,0,2,3,0,2,2,2,3,4,3,2,1,0,2,3,2,2,3,3,3,1,1,0,2,2,3,3,1,-4,2,3,0,-1,0,0,0,2,1
Western Europe,BEL,Belgium,GDP EKS,"Total GDP, in millions of 2017 US$ (converted to 2017 price level with updated 2011 PPPs)","90,859","96,026","95,279","98,331","102,378","107,236","110,349","112,406","112,281","115,831","122,058","127,995","134,592","140,530","150,426","155,706","160,654","166,921","173,848","185,418","196,899","204,289","215,025","228,188","237,773","234,617","247,879","249,431","256,520","262,526","274,286","270,863","274,684","274,652","281,452","284,283","288,526","295,338","309,278","320,376","330,091","336,142","341,287","338,005","348,912","357,233","362,925","376,391","383,825","397,502","411,946","415,289","422,684","425,957","441,440","450,685","461,979","477,913","481,656","470,803","483,723","492,422","493,578","494,569","501,252","508,292","515,744","524,443","533,713"
Western Europe,BEL,Belgium,Employment,Persons employed (in thousands of persons),"3,375","3,388","3,401","3,414","3,427","3,440","3,454","3,478","3,441","3,412","3,491","3,517","3,571","3,597","3,648","3,662","3,675","3,659","3,655","3,717","3,720","3,746","3,738","3,772","3,828","3,773","3,752","3,737","3,740","3,775","3,770","3,700","3,652","3,604","3,603","3,620","3,643","3,670","3,741","3,799","3,840","3,853","3,848","3,823","3,807","3,868","3,878","3,905","3,973","4,028","4,109","4,165","4,157","4,154","4,195","4,255","4,303","4,374","4,453","4,446","4,474","4,535","4,555","4,540","4,560","4,600","4,658","4,724","4,766"
Western Europe,BEL,Belgium,Average Hours Worked,Annual hours worked per worker,"2,106","2,096","2,086","2,075","2,065","2,055","2,045","2,035","2,025","2,015","2,006","1,994","1,982","1,970","1,958","1,946","1,935","1,923","1,912","1,900","1,889","1,880","1,854","1,827","1,797","1,787","1,788","1,763","1,744","1,727","1,707","1,684","1,670","1,676","1,700","1,706","1,686","1,671","1,659","1,650","1,664","1,627","1,603","1,559","1,559","1,585","1,559","1,572","1,583","1,582","1,595","1,588","1,583","1,578","1,573","1,565","1,572","1,577","1,570","1,548","1,546","1,560","1,560","1,558","1,555","1,545","1,546","1,544","1,543"
Western Europe,BEL,Belgium,Total Hours,Total annual hours worked (in millions of hours worked),"7,108","7,100","7,093","7,085","7,078","7,071","7,063","7,079","6,969","6,877","7,001","7,012","7,077","7,085","7,143","7,128","7,111","7,037","6,988","7,064","7,028","7,042","6,929","6,891","6,879","6,742","6,709","6,587","6,522","6,519","6,435","6,229","6,097","6,039","6,124","6,174","6,141","6,131","6,205","6,266","6,388","6,267","6,170","5,962","5,937","6,133","6,048","6,140","6,291","6,374","6,553","6,616","6,580","6,554","6,598","6,661","6,765","6,896","6,991","6,882","6,916","7,073","7,105","7,074","7,092","7,106","7,201","7,295","7,353"
Western Europe,BEL,Belgium,Population,Midyear population (in thousands of persons),"8,639","8,678","8,730","8,778","8,819","8,868","8,924","8,989","9,053","9,104","9,119","9,166","9,218","9,283","9,367","9,448","9,508","9,557","9,590","9,613","9,638","9,673","9,709","9,738","9,768","9,795","9,811","9,822","9,830","9,837","9,847","9,852","9,856","9,856","9,855","9,858","9,862","9,870","9,884","9,938","9,969","10,006","10,047","10,086","10,118","10,139","10,159","10,183","10,205","10,228","10,253","10,289","10,335","10,378","10,423","10,481","10,550","10,628","10,712","10,799","10,887","10,984","11,052","11,104","11,154","11,219","11,276","11,349","11,422"
Western Europe,BEL,Belgium,Output per Employed Person,Labor productivity per person employed in 2017 US$ (converted to 2017 price level with updated 2011 PPPs),"26,923","28,345","28,017","28,803","29,873","31,170","31,952","32,318","32,632","33,944","34,965","36,393","37,687","39,074","41,237","42,521","43,716","45,621","47,566","49,881","52,926","54,529","57,519","60,503","62,116","62,191","66,058","66,740","68,582","69,551","72,764","73,204","75,211","76,202","78,111","78,526","79,196","80,470","82,671","84,332","85,963","87,243","88,694","88,414","91,651","92,358","93,583","96,399","96,608","98,690","100,257","99,705","101,673","102,544","105,237","105,914","107,365","109,265","108,167","105,906","108,119","108,575","108,360","108,933","109,926","110,489","110,720","111,024","111,982"
Western Europe,BEL,Belgium,Output per Hour Worked,Labor productivity per hour worked in 2017 US$ (converted to 2017 price level with updated 2011 PPPs),13,14,13,14,14,15,16,16,16,17,17,18,19,20,21,22,23,24,25,26,28,29,31,33,35,35,37,38,39,40,43,43,45,45,46,46,47,48,50,51,52,54,55,57,59,58,60,61,61,62,63,63,64,65,67,68,68,69,69,68,70,70,69,70,71,72,72,72,73
Western Europe,BEL,Belgium,Per Capita Income,GDP per capita in 2017 US$ (converted to 2017 price level with updated 2011 PPPs),"10,517","11,065","10,914","11,202","11,608","12,092","12,366","12,505","12,403","12,723","13,385","13,964","14,600","15,138","16,059","16,480","16,897","17,467","18,128","19,289","20,430","21,121","22,147","23,432","24,343","23,953","25,265","25,396","26,096","26,687","27,855","27,492","27,869","27,868","28,558","28,837","29,257","29,922","31,291","32,238","33,111","33,593","33,969","33,511","34,486","35,234","35,726","36,962","37,612","38,863","40,177","40,364","40,899","41,044","42,352","43,002","43,790","44,968","44,964","43,599","44,432","44,831","44,659","44,538","44,940","45,308","45,740","46,211","46,728"
Western Europe,BEL,Belgium,GDP growth,"Growth of GDP, percent change",,6,-1,3,4,5,3,2,0,3,5,5,5,4,7,4,3,4,4,7,6,4,5,6,4,-1,6,1,3,2,4,-1,1,0,2,1,1,2,5,4,3,2,2,-1,3,2,2,4,2,4,4,1,2,1,4,2,3,3,1,-2,3,2,0,0,1,1,1,2,2
Western Europe,BEL,Belgium,Employment growth,"Growth of employment, percent change",,0,0,0,0,0,0,1,-1,-1,2,1,2,1,1,0,0,0,0,2,0,1,0,1,1,-1,-1,0,0,1,0,-2,-1,-1,0,0,1,1,2,2,1,0,0,-1,0,2,0,1,2,1,2,1,0,0,1,1,1,2,2,0,1,1,0,0,0,1,1,1,1
Western Europe,BEL,Belgium,Total Hours growth,"Growth of total hours worked, percent change",,0,0,0,0,0,0,0,-2,-1,2,0,1,0,1,0,0,-1,-1,1,-1,0,-2,-1,0,-2,0,-2,-1,0,-1,-3,-2,-1,1,1,-1,0,1,1,2,-2,-2,-3,0,3,-1,2,2,1,3,1,-1,0,1,1,2,2,1,-2,0,2,0,0,0,0,1,1,1
Western Europe,BEL,Belgium,Population growth,"Growth of population, percent change",,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1
Western Europe,BEL,Belgium,Output per Employed Person growth,"Growth of Labor Productivity per person employed, percent change",,5,-1,3,4,4,3,1,1,4,3,4,4,4,6,3,3,4,4,5,6,3,5,5,3,0,6,1,3,1,5,1,3,1,3,1,1,2,3,2,2,1,2,0,4,1,1,3,0,2,2,-1,2,1,3,1,1,2,-1,-2,2,0,0,1,1,1,0,0,1
Western Europe,BEL,Belgium,Output per Hour Worked growth,"Growth of Labor Productivity per hour worked, percent change",,6,-1,3,4,5,3,2,1,5,4,5,4,4,6,4,3,5,5,5,7,4,7,7,4,1,6,2,4,2,6,2,4,1,1,0,2,3,3,3,1,4,3,2,4,-1,3,2,0,2,1,0,2,1,3,1,1,1,-1,-1,2,0,0,1,1,1,0,0,1
Western Europe,BEL,Belgium,Per Capita Income growth,"Growth of GDP per capita, percent change",,5,-1,3,4,4,2,1,-1,3,5,4,5,4,6,3,3,3,4,6,6,3,5,6,4,-2,5,1,3,2,4,-1,1,0,2,1,1,2,5,3,3,1,1,-1,3,2,1,3,2,3,3,0,1,0,3,2,2,3,0,-3,2,1,0,0,1,1,1,1,1
Western Europe,CYP,Cyprus,GDP EKS,"Total GDP, in millions of 2017 US$ (converted to 2017 price level with updated 2011 PPPs)","2,023","1,981","2,175","2,393","2,439","2,527","2,805","2,981","2,898","3,070","2,842","3,158","3,442","3,655","3,305","4,044","4,291","4,875","5,100","5,574","5,747","6,492","6,940","7,117","5,913","4,789","5,650","6,541","7,041","7,736","8,194","8,444","8,976","9,453","10,287","10,770","11,180","11,969","12,958","14,007","15,092","15,204","16,627","16,743","17,732","19,491","19,751","20,257","21,318","22,347","23,627","24,477","25,309","25,936","27,121","28,131","29,400","30,817","32,008","31,441","31,855","31,957","30,980","29,142","28,733","29,301","30,190","31,322","32,180"
Western Europe,CYP,Cyprus,Employment,Persons employed (in thousands of persons),117,118,119,121,122,124,125,127,128,130,131,133,134,135,137,138,140,141,142,144,145,147,149,151,154,156,158,175,183,191,200,206,210,215,222,231,233,240,251,261,267,268,279,279,285,296,298,299,304,310,315,322,328,340,354,366,373,390,404,404,406,406,393,369,363,368,380,391,398
Western Europe,CYP,Cyprus,Average Hours Worked,Annual hours worked per worker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,900","1,899","1,906","1,913","1,920","1,926","1,951","1,923","1,916","1,879","1,847","1,833","1,862","1,883","1,870","1,856","1,841","1,835","1,805","1,793","1,790","1,784","1,784","1,784"
Western Europe,CYP,Cyprus,Total Hours,Total annual hours worked (in millions of hours worked),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,562,565,571,581,594,606,627,631,652,664,677,684,726,760,755,753,747,721,667,651,659,678,697,711
Western Europe,CYP,Cyprus,Population,Midyear population (in thousands of persons),494,502,508,515,523,530,536,546,558,567,573,579,576,582,587,591,595,599,604,609,615,620,626,634,641,611,599,598,601,605,611,618,624,632,640,647,650,659,664,671,681,699,718,736,751,765,777,788,798,807,815,824,834,844,855,868,882,901,924,949,975,"1,000","1,015","1,013","1,002",996,"1,001","1,006","1,013"
Western Europe,CYP,Cyprus,Output per Employed Person,Labor productivity per person employed in 2017 US$ (converted to 2017 price level with updated 2011 PPPs),"17,335","16,779","18,205","19,792","19,938","20,414","22,390","23,514","22,589","23,647","21,638","23,800","25,679","26,994","24,166","29,276","30,750","34,582","35,811","38,751","39,550","44,066","46,463","46,996","38,512","30,765","35,798","37,275","38,529","40,492","40,889","41,072","42,792","43,979","46,294","46,720","48,067","49,900","51,568","53,740","56,552","56,751","59,526","59,940","62,322","65,861","66,389","67,676","70,120","72,172","75,062","76,119","77,092","76,260","76,698","76,765","78,768","79,066","79,325","77,893","78,542","78,775","78,880","78,870","79,165","79,543","79,462","80,115","80,767"
Western Europe,CYP,Cyprus,Output per Hour Worked,Labor productivity per hour worked in 2017 US$ (converted to 2017 price level with updated 2011 PPPs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,35,36,37,38,39,39,40,40,41,42,43,42,42,42,42,43,43,44,44,44,45,45,45
Western Europe,CYP,Cyprus,Per Capita Income,GDP per capita in 2017 US$ (converted to 2017 price level with updated 2011 PPPs),"4,095","3,947","4,282","4,646","4,664","4,768","5,233","5,459","5,193","5,414","4,960","5,457","5,975","6,276","5,635","6,846","7,212","8,133","8,439","9,147","9,350","10,474","11,081","11,227","9,229","7,845","9,439","10,931","11,716","12,785","13,412","13,666","14,377","14,962","16,076","16,638","17,200","18,152","19,509","20,877","22,150","21,744","23,155","22,760","23,611","25,487","25,419","25,704","26,720","27,698","28,974","29,696","30,355","30,731","31,708","32,419","33,320","34,191","34,632","33,117","32,687","31,966","30,520","28,775","28,686","29,420","30,174","31,121","31,780"
Western Europe,CYP,Cyprus,GDP growth,"Growth of GDP, percent change",,-2,10,10,2,4,11,6,-3,6,-7,11,9,6,-10,22,6,14,5,9,3,13,7,3,-17,-19,18,16,8,10,6,3,6,5,9,5,4,7,8,8,8,1,9,1,6,10,1,3,5,5,6,4,3,2,5,4,5,5,4,-2,1,0,-3,-6,-1,2,3,4,3
Western Europe,CYP,Cyprus,Employment growth,"Growth of employment, percent change",,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,4,5,5,3,2,2,3,4,1,3,5,4,2,0,4,0,2,4,1,1,2,2,2,2,2,4,4,4,2,4,4,0,0,0,-3,-6,-2,1,3,3,2
Western Europe,CYP,Cyprus,Total Hours growth,"Growth of total hours worked, percent change",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,2,2,3,1,3,2,2,1,6,5,-1,0,-1,-4,-7,-2,1,3,3,2
Western Europe,CYP,Cyprus,Population growth,"Growth of population, percent change",,2,1,1,2,1,1,2,2,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,-5,-2,0,0,1,1,1,1,1,1,1,0,1,1,1,2,3,3,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,3,3,3,3,2,0,-1,-1,0,1,1
Western Europe,CYP,Cyprus,Output per Employed Person growth,"Growth of Labor Productivity per person employed, percent change",,-3,9,9,1,2,10,5,-4,5,-8,10,8,5,-10,21,5,12,4,8,2,11,5,1,-18,-20,16,4,3,5,1,0,4,3,5,1,3,4,3,4,5,0,5,1,4,6,1,2,4,3,4,1,1,-1,1,0,3,0,0,-2,1,0,0,0,0,0,0,1,1
Western Europe,CYP,Cyprus,Output per Hour Worked growth,"Growth of Labor Productivity per hour worked, percent change",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,3,4,0,3,-1,3,2,3,-1,-1,-1,2,1,0,2,1,1,0,1,1
Western Europe,CYP,Cyprus,Per Capita Income growth,"Growth of GDP per capita, percent change",,-4,8,9,0,2,10,4,-5,4,-8,10,10,5,-10,21,5,13,4,8,2,12,6,1,-18,-15,20,16,7,9,5,2,5,4,7,3,3,6,7,7,6,-2,6,-2,4,8,0,1,4,4,5,2,2,1,3,2,3,3,1,-4,-1,-2,-5,-6,0,3,3,3,2
